Rank,ID,Title,Authors,Year,Venue,Track,Status,Primary Area,Keywords,Citations,BM25 Score,Combined Score,DOI,URL,PDF,Source,TLDR,Abstract
1,FLPFPYJeVU,Value-Based Deep RL Scales Predictably,Oleh Rybkin; Michal Nauman; Preston Fu; Charlie Victor Snell; Pieter Abbeel,2025,ICML 2025,main,Poster,reinforcement_learning->deep_rl,scaling laws;online reinforcement learning;q-learning,0,1.000,0.632,,https://icml.cc/virtual/2025/poster/45893,https://openreview.net/pdf?id=FLPFPYJeVU,offline_icml,,"Scaling data and compute is critical in modern machine learning. However, scaling also demands _predictability_: we want methods to not only perform well with more compute or data, but also have their performance be predictable from low compute or low data runs, without ever running the large-scale "
2,YH1gieQrxH,Learning Abstract World Models with a Group-Structured Latent Space,,2026,ICLR 2026,main,Active,reinforcement learning,representation learning;reinforcement learning;geometric prior;abstract world model;model-based reinforcement learning,0,0.918,0.600,,https://openreview.net/forum?id=YH1gieQrxH,,offline_iclr,,"Learning meaningful abstract models of Markov Decision Processes (MDPs) is
crucial for improving generalization from limited data. In this work, we show how
geometric priors can be imposed on the low-dimensional representation manifold
of a learned transition model. We incorporate known symmetric st"
3,RSvfY6dRVN,Learning and Reusing Abstract Latent Actions in a Hippocampal-Entorhinal-Inspired World Model,,2026,ICLR 2026,main,Active,applications to neuroscience & cognitive science,brain-inspired model;hippocampal-entorhinal coupling;inverse model;latent action;structural generalization;self-supervised learning,0,0.827,0.584,,https://openreview.net/forum?id=RSvfY6dRVN,,offline_iclr,,"Humans are capable of abstracting dynamic experiences into structured representations, facilitating both the inference of shared patterns by observing similar transition dynamics and the transfer of these structures across varied contexts. The hippocampal-entorhinal circuit, widely known for its rol"
4,gdZ6J5hZzF,Sequences of Logits Reveal the Low Rank Structure of Language Models,,2026,ICLR 2026,main,Active,learning theory,Large language models;low-rank structure,0,0.783,0.584,,https://openreview.net/forum?id=gdZ6J5hZzF,,offline_iclr,,A major problem in the study of large language models  is to understand their inherent low-dimensional structure.  We introduce an approach to study the low-dimensional structure of language models at a model-agnostic level: as sequential probabilistic models. We first empirically demonstrate that a
5,a1zfcaNTkM,ExoPredicator: Learning Abstract Models of Dynamic Worlds for Robot Planning,,2026,ICLR 2026,main,Active,"neurosymbolic & hybrid AI systems (physics-informed, logic & formal reasoning, etc.)",learning abstractions for planning;neuro-symbolic ai;concept learning,0,0.789,0.578,,https://openreview.net/forum?id=a1zfcaNTkM,,offline_iclr,,"Long‑horizon embodied planning is challenging because the world does not only change through an agent’s actions: exogenous processes (e.g., water heating, dominoes cascading) unfold concurrently with the agent's actions. We propose a framework for abstract world models that jointly learns (i) symbol"
6,MGgAJ8yy2D,Self-Guided Low Light Object Detection Framework,,2026,ICLR 2026,main,Active,"applications to computer vision, audio, language, and other modalities",Low light object detection;Self-guided training;No additional inference cost,0,0.781,0.575,,https://openreview.net/forum?id=MGgAJ8yy2D,,offline_iclr,,"Object detection in low-light environments is inherently challenging due to limited contrast and heavy noise, both of which significantly degrade feature representations. In this paper, we propose a novel self-guided low-light object detection framework that effectively addresses these issues withou"
7,xNeyfH3qZS,Compute Where It Counts: Adaptive Compute Allocation for Large Language Models via Learned Granular Sparsity,,2026,ICLR 2026,main,Active,"other topics in machine learning (i.e., none of the above)",contextual sparsity;learnable sparsity;granular sparsity;parameter-efficient-training;LLM Efficiency;hardness of samples;sparse models;efficient models,0,0.678,0.572,,https://openreview.net/forum?id=xNeyfH3qZS,,offline_iclr,,"Sparsity-aware inference can dramatically shrink computation requirements by reducing the number of parameters used in each forward pass. Existing methods tend to be heuristic (zeroing activations below fixed thresholds, retaining top-K activations etc). These methods do not directly optimize indivi"
8,ayPfZIkovt,LoRTA: Low Rank Tensor Adaptation of Large Language Models,Ignacio Hounie; Charilaos Kanatsoulis; Arnuv Tandon; Alejandro Ribeiro,2025,ICLR 2025,main,Reject,"foundation or frontier models, including LLMs",PEFT;LLM;Fine-tuning;Efficiency;Low-rank;Tensors,0,0.834,0.553,,https://openreview.net/forum?id=ayPfZIkovt,,offline_iclr,,"Low Rank Adaptation (LoRA) is a popular Parameter Efficient Fine Tuning (PEFT) method that effectively adapts large pre-trained models for downstream tasks. LoRA parameterizes model updates using low-rank matrices at each layer,  significantly reducing the number of trainable parameters and, consequ"
9,W7WUJTGByR,Flow Equivariant World Modeling for Partially Observed Dynamic Environments,,2026,ICLR 2026,main,Active,generative models,World Model;Memory;Partial Observability;Equivariance;Structured Representation Learning,0,0.638,0.548,,https://openreview.net/forum?id=W7WUJTGByR,,offline_iclr,,"Embodied systems experience the world as 'a symphony of flows': a combination of many continuous streams of sensory input coupled to self-motion, interwoven with the motion of external objects. These streams obey smooth, time-parameterized symmetries, which combine through a precisely structured alg"
10,XgAKt7rbXk,Leveraging Low Rank Structure in The Lazy Regime,Shay Franchi; Shahar Linial; Ronen Talmon; Uri Shaham,2025,ICLR 2025,main,Reject,"other topics in machine learning (i.e., none of the above)",Lazy Regime;Linear Dynamics;Neural Tangent Kernel;Low Rank;Wide Neural Networks;Overparametrized Networks;Backpropagation,0,0.802,0.545,,https://openreview.net/forum?id=XgAKt7rbXk,,offline_iclr,,"Understanding the training dynamics of neural networks has gained much interest in the scientific community. The dynamics of training over-parameterized models is characterized by the lazy regime in which networks exhibit near-linear behavior and minimal parameter changes. In addition, it has been a"
