Rank,ID,Title,Authors,Year,Venue,Track,Status,Primary Area,Keywords,Citations,BM25 Score,Combined Score,DOI,URL,PDF,Source,TLDR,Abstract
1,MZDkttBUEd,Learning Population-Level Representations with Joint Embedding Predictive Architectures,,2026,ICLR 2026,main,Active,"unsupervised, self-supervised, semi-supervised, and supervised representation learning",Representation learning;JEPA;single cell transcriptomics;patient representation,0,0.961,0.526,,https://openreview.net/forum?id=MZDkttBUEd,,offline_iclr,,"Multivariate population data is ubiquitous across scientific and real-world domains, arising in settings where the identity of a system is revealed through the composition of its constituent samples. For example, a patient’s clinical state can be inferred from the joint analysis of their blood cells"
2,UtFQNwWBaA,HiT-JEPA: A Hierarchical Self-supervised Trajectory Embedding Framework for Similarity Computation,,2026,ICLR 2026,main,Active,"applications to computer vision, audio, language, and other modalities",urban trajectory representation learning;trajectory similarity computation;hierarchical self-supervised learning;transformers;joint embedding predictive architecture,0,1.000,0.520,,https://openreview.net/forum?id=UtFQNwWBaA,,offline_iclr,,"The representation of urban trajectory data plays a critical role in effectively analyzing spatial movement patterns. Despite considerable progress, the challenge of designing trajectory representations that can capture diverse and complementary information remains an open research problem. Existing"
3,Ty7xx0pn0a,DEQ-MPC : Deep Equilibrium Model Predictive Control,Swaminathan Gurumurthy; Khai Nguyen; Arun L Bishop; Zachary Manchester; J Zico Kolter,2025,ICLR 2025,main,Reject,optimization,MPC;Model Predictive Control;Optimization;Differentiable Optimization;Control,0,0.908,0.489,,https://openreview.net/forum?id=Ty7xx0pn0a,,offline_iclr,,"Incorporating task-specific priors within a policy or network architecture is crucial for enhancing safety and improving representation and generalization in robotic control problems. Differentiable Model Predictive Control (MPC) layers have proven effective for embedding these priors, such as const"
4,TqM0hifngW,Learning Video-Conditioned Policy on Unlabelled Data with Joint Embedding Predictive Transformer,Hao Luo; Zongqing Lu,2025,ICLR 2025,main,Poster,"unsupervised, self-supervised, semi-supervised, and supervised representation learning",Learning from Videos;Video-Conditioned Policy,0,0.905,0.471,,https://iclr.cc/virtual/2025/poster/29514,https://openreview.net/pdf?id=TqM0hifngW,offline_iclr,,"The video-conditioned policy takes prompt videos of the desired tasks as a condition and is regarded for its prospective generalizability. Despite its promise, training a video-conditioned policy is non-trivial due to the need for abundant demonstrations. In some tasks, the expert rollouts are merel"
5,XjWkC8bG1D,Unlocking Time Series Foundation Models with Channel Descriptions,,2026,ICLR 2026,main,Active,"unsupervised, self-supervised, semi-supervised, and supervised representation learning",Representation Learning;Time Series;Deep Learning;JEPA,0,0.730,0.445,,https://openreview.net/forum?id=XjWkC8bG1D,,offline_iclr,,"Traditional time series models are often task-specific and rely on extensive feature engineering. While Transformer-based architectures have advanced sequence modeling in other domains, their use for time series representation learning remains limited. We introduce CHARM, a model that improves repre"
6,8GCcSXlkZN,Dense Representation Learning for a Joint-Embedding Predictive Architecture,Shentong Mo; Sukmin Yun,2024,ICLR 2024,main,Reject,"unsupervised, self-supervised, semi-supervised, and supervised representation learning",Self-supervised Learning;Joint-Embedding Predictive Architecture;Masked Image Modeling,0,0.752,0.420,,https://openreview.net/forum?id=8GCcSXlkZN,,offline_iclr,,"The joint-embedding predictive architecture (JEPA) recently has shown impressive results in extracting visual representations from unlabeled imagery under a masking strategy.
However, we reveal its disadvantage lies in the inadequate grasp of local semantics for dense representations, a shortfall st"
7,BK0QGRyQn8,Joint training does not transfer information between EEG and image classifiers,,2026,ICLR 2026,main,Active,applications to neuroscience & cognitive science,EEG,0,0.626,0.420,,https://openreview.net/forum?id=BK0QGRyQn8,,offline_iclr,,"Caution is necessary with machine-learning methods, and especially
computer-vision methods, to support brain processing claims from
neuroimaging data.  Recent papers propose (i) a joint-training process
that does not use class information and (ii) a bidirectional transfer
of (a) image information to"
8,SzXDuBN8M1,TD-JEPA: Latent-predictive Representations for Zero-Shot Reinforcement Learning,,2026,ICLR 2026,main,Active,reinforcement learning,zero-shot reinforcement learning;unsupervised reinforcement learning;self-predictive representations;joint embedding predictive architecture,0,0.691,0.419,,https://openreview.net/forum?id=SzXDuBN8M1,,offline_iclr,,"Latent prediction–where agents learn by predicting their own latents–has emerged as a powerful paradigm for training general representations in machine learning. In reinforcement learning (RL), this approach has been explored to define auxiliary losses for a variety of settings, including reward-bas"
9,f3g5XpL9Kb,LiDAR: Sensing Linear Probing Performance in Joint Embedding SSL Architectures,Vimal Thilak; Chen Huang; Omid Saremi; Laurent Dinh; Hanlin Goh,2024,ICLR 2024,main,Spotlight,"unsupervised, self-supervised, semi-supervised, and supervised representation learning",Self Supervised Learning;Joint Embedding Architectures,0,0.797,0.418,,https://iclr.cc/virtual/2024/poster/18199,https://openreview.net/pdf?id=f3g5XpL9Kb,offline_iclr,,"Joint embedding (JE) architectures have emerged as a promising avenue for ac-
quiring transferable data representations. A key obstacle to using JE methods,
however, is the inherent challenge of evaluating learned representations without
access to a downstream task, and an annotated dataset. Without"
10,59avbH4HnU,Relatron: Automating Relational Machine Learning over Relational Databases,,2026,ICLR 2026,main,Active,learning on graphs and other geometries & topologies,AutoML;Relational database;Relational deep learning;Graph machine learning;Tabular machine learning,0,0.627,0.417,,https://openreview.net/forum?id=59avbH4HnU,,offline_iclr,,"Predictive modeling over relational databases (RDBs) powers applications in various domains, yet remains challenging due to the need to capture both cross-table dependencies and complex feature interactions. Recent Relational Deep Learning (RDL) methods automate feature engineering via message passi"
