Rank,ID,Title,Authors,Year,Venue,Track,Status,Primary Area,Keywords,Citations,BM25 Score,Combined Score,DOI,URL,PDF,Source,TLDR,Abstract
1,6s5uXNWGIh,MLE-bench: Evaluating Machine Learning Agents on Machine Learning Engineering,Jun Shern Chan; Neil Chowdhury; Oliver Jaffe; James Aung; Dane Sherburn,2025,ICLR 2025,main,Oral,datasets and benchmarks,benchmark;evals;evaluations;dataset;tasks;data science;engineering;agents;language agents;scaffold;coding;swe;mle,0,18.736,0.000,,https://iclr.cc/virtual/2025/poster/30860,https://openreview.net/pdf?id=6s5uXNWGIh,offline_iclr,,"We introduce MLE-bench, a benchmark for measuring how well AI agents perform at machine learning engineering. To this end, we curate 75 ML engineering-related competitions from Kaggle, creating a diverse set of challenging tasks that test real-world ML engineering skills such as training models, pre"
2,JX9DE6colf,MLR-Bench: Evaluating AI Agents on Open-Ended Machine Learning Research,Hui Chen; Miao Xiong; Yujie Lu; Wei Han; Ailin Deng,2025,NIPS 2025,Datasets & Benchmarks,Poster,datasets_&_benchmarks_illustrating_deep_learning_scenarios,ai agents;machine learning research;benchmark,0,18.025,0.000,,https://openreview.net/forum?id=JX9DE6colf,,offline_nips,,"Recent advancements in AI agents have demonstrated their growing potential to drive and support scientific discovery. In this work, we introduce MLR-Bench, a comprehensive benchmark for evaluating AI agents on open-ended machine learning research. MLR-Bench includes three key components: (1) 201 res"
3,1Fs1LvjYQW,MLAgentBench: Evaluating Language Agents on Machine Learning Experimentation,Qian Huang; Jian Vora; Percy Liang; Jure Leskovec,2024,ICML 2024,main,Poster,,,0,17.945,0.000,,https://icml.cc/virtual/2024/poster/35159,https://openreview.net/pdf?id=1Fs1LvjYQW,offline_icml,,"A central aspect of machine learning research is experimentation, the process of designing and running experiments, analyzing the results, and iterating towards some positive outcome (e.g., improving accuracy). Could agents driven by powerful language models perform machine learning experimentation "
4,qBcHWGBnIb,From Reproduction to Replication: Evaluating Research Agents with Progressive Code Masking,,2026,ICLR 2026,main,Active,datasets and benchmarks,agents;research agents;coding agents;benchmark,0,15.310,0.000,,https://openreview.net/forum?id=qBcHWGBnIb,,offline_iclr,,"Recent progress in autonomous code generation has fueled excitement around AI agents capable of accelerating scientific discovery by running experiments. However, there is currently no benchmark that evaluates whether such agents can implement scientific ideas when given varied amounts of code as a "
5,3rB0bVU6z6,RE-Bench: Evaluating Frontier AI R&D Capabilities of Language Model Agents against Human Experts,Hjalmar Wijk; Tao Roa Lin; Joel Becker; Sami Jawhar; Neev Parikh,2025,ICML 2025,main,Spotlight,deep_learning->large_language_models,Machine Learning;LLM evaluations;Agents;AI R&D;Benchmarks,0,15.064,0.000,,https://icml.cc/virtual/2025/poster/46519,https://openreview.net/pdf?id=3rB0bVU6z6,offline_icml,,"Frontier AI safety policies highlight automation of AI research and development (R&D) by AI agents as an important capability to anticipate. However, there exist few evaluations for AI R&D capabilities, and none that are highly realistic and have a direct comparison to human performance. We introduc"
6,h6BT8RhrNc,A Benchmark for Automatic ML Research Agents Highlighting the Importance of Exploration Breadth,,2026,ICLR 2026,main,Active,datasets and benchmarks,Benchmarking and evaluation;Automatic research agents;Large language models (LLMs);Fundamental ML research tasks,0,15.002,0.000,,https://openreview.net/forum?id=h6BT8RhrNc,,offline_iclr,,"Large language models (LLMs) have sparked growing interest in automatic machine learning research agents. Among them, agents capable of autonomously proposing ideas and conducting machine learning experiments are particularly promising, as they maximize research automation and accelerate scientific "
7,sf1u3vTRjm,ML-Bench: Evaluating Large Language Models for Code Generation in Repository-Level Machine Learning Tasks,Xiangru Tang; Yuliang Liu; Zefan Cai; Yanjun Shao; Junjie Lu,2025,ICLR 2025,main,Reject,datasets and benchmarks,LLMs;code generation;Agents;Repository,0,14.433,0.000,,https://openreview.net/forum?id=sf1u3vTRjm,,offline_iclr,,"Despite Large Language Models (LLMs) achieving impressive results in code generation, significant challenges remain in automated ML development, particularly in utilizing existing ML repositories effectively.
Also, recently, people have developed LLM agents that attempt to interact with repository c"
8,8gdfWRilR7,TimeSeriesGym: A Scalable Benchmark for (Time Series) Machine Learning Engineering Agents,,2026,ICLR 2026,main,Active,datasets and benchmarks,AI Agents;Time Series;Scalable Benchmarking;Fine-Grained Evaluation,0,14.254,0.000,,https://openreview.net/forum?id=8gdfWRilR7,,offline_iclr,,"We introduce TimeSeriesGym, a scalable benchmarking framework for evaluating Artificial Intelligence (AI) agents on time series machine learning engineering challenges. Existing benchmarks lack scalability, focus narrowly on model building in well-defined settings, and evaluate only a limited set of"
9,OvgcxUZyZV,BRIDGE: A Risk-Aware Framework for Evaluating Behavioral Fidelity in LLM Agents,,2026,ICLR 2026,main,Active,interpretability and explainable AI,LLM-based Agents;Behavioral Fidelity;Evaluation Frameworks;Conformal Prediction;Guardrails;Trustworthiness;Dialog Behavior Analysis;Conversational Recommender Systems,0,14.114,0.000,,https://openreview.net/forum?id=OvgcxUZyZV,,offline_iclr,,"We study behavioral fidelity: whether a conversational agent reliably enacts intended aims. While recent work evaluates accuracy or task success, it offers limited tools for calibrated behavioral assessment in multi-turn dialog. We present \textsc{BRIDGE}, a selective evaluation framework with deter"
10,MYqAKKsjF9,LifelongAgentBench: Evaluating LLM Agents as Lifelong Learners,,2026,ICLR 2026,main,Active,datasets and benchmarks,lifelong learning;continual learning;incremental learning;LLM agent,0,14.029,0.000,,https://openreview.net/forum?id=MYqAKKsjF9,,offline_iclr,,"Lifelong learning is essential for intelligent agents operating in dynamic environments. Current large language model (LLM)-based agents, however, remain stateless and unable to accumulate or transfer knowledge over time. Existing benchmarks treat agents as static systems and fail to evaluate lifelo"
11,FoM-RnF6SNe,Evaluating Agents Without Rewards,Brendon Matusch; Jimmy Ba; Danijar Hafner,2021,ICLR 2021,main,Reject,,reinforcement learning;task-agnostic;agent evaluation;exploration;information gain;empowerment;curiosity,0,13.782,0.000,,https://openreview.net/forum?id=FoM-RnF6SNe,,offline_iclr,,"Reinforcement learning has enabled agents to solve challenging control tasks from raw image inputs. However, manually crafting reward functions can be time consuming, expensive, and prone to human error. Competing objectives have been proposed for agents to learn without external supervision, such a"
12,SylL0krYPS,Toward Evaluating Robustness of Deep Reinforcement Learning with Continuous Control,Tsui-Wei Weng; Krishnamurthy (Dj) Dvijotham*; Jonathan Uesato*; Kai Xiao*; Sven Gowal*,2020,ICLR 2020,main,Poster,,deep learning;reinforcement learning;robustness;adversarial examples,0,13.597,0.000,,https://openreview.net/forum?id=SylL0krYPS,,offline_iclr,We study the problem of continuous control agents in deep RL with adversarial attacks and proposed a two-step algorithm based on learned model dynamics. ,"Deep reinforcement learning has achieved great success in many previously difficult reinforcement learning tasks, yet recent studies show that deep RL agents are also unavoidably susceptible to adversarial perturbations, similar to deep neural networks in classification tasks. Prior works mostly foc"
13,N9wD4RFWY0,Benchmarking Large Language Models as AI Research Agents,Qian Huang; Jian Vora; Percy Liang; Jure Leskovec,2024,ICLR 2024,main,Reject,datasets and benchmarks,Large Language Model Agents;Benchmark,0,13.586,0.000,,https://openreview.net/forum?id=N9wD4RFWY0,,offline_iclr,,"Human researchers can perform scientific experimentation loops – planning, experimenting, observing the results, and generating inferences. Can we build AI research agents to perform the same? To take a step towards building and evaluating research agents capable of such open-ended decision-making, "
14,5FWDiJyIpB,Evaluating the Effectiveness of Machine Learning Algorithms in Stock Price Prediction Across Different Time Frames,Isabella J E Lim; Amy L Y Low; Kenneth Y T Lim,2025,AI4X 2025,main,Poster,,machine learning;financial forecasting;algorithmic trading;Singapore;stock price prediction,0,13.545,0.000,,https://openreview.net/forum?id=5FWDiJyIpB,,offline_ai4x,,
15,2024.emnlp-main.702,SUPER: Evaluating Agents on Setting Up and Executing Tasks from Research Repositories,Ben Bogin; Kejuan Yang; Shashank Gupta; Kyle Richardson; Erin Bransom,2024,EMNLP 2024,main,Main,,,0,13.519,0.000,,https://aclanthology.org/2024.emnlp-main.702/,https://aclanthology.org/2024.emnlp-main.702.pdf,offline_emnlp,,"Given that Large Language Models (LLMs) have made significant progress in writing code, can they now be used to autonomously reproduce results from research repositories? Such a capability would be a boon to the research community, helping researchers validate, understand, and extend prior work. To "
16,2025.acl-long.1355,AgentGym: Evaluating and Training Large Language Model-based Agents across Diverse Environments,Zhiheng Xi; Yiwen Ding; Wenxiang Chen; Boyang Hong; Honglin Guo,2025,ACL 2025,main,Long,,,0,13.474,0.000,,https://aclanthology.org/2025.acl-long.1355/,https://aclanthology.org/2025.acl-long.1355.pdf,offline_acl,,"Large language models (LLMs) have emerged as a promising foundation to build generally-capable agents (LLM-based agents) that can handle multi-turn decision-making tasks across various environments. However, the community lacks a unified interactive framework that covers diverse environments for com"
17,gJ2N5awCHb,DigiData: Training and Evaluating General-Purpose Mobile Control Agents,,2026,ICLR 2026,main,Active,datasets and benchmarks,AI Agents;Android;Dataset;LLM judge,0,13.306,0.000,,https://openreview.net/forum?id=gJ2N5awCHb,,offline_iclr,,"AI agents capable of controlling user interfaces have the potential to transform human interaction with digital devices. To accelerate this transformation, two fundamental building blocks are essential: high-quality datasets that enable agents to achieve complex and human-relevant goals, and robust "
18,454tA4k8yJ,FIRE-Bench: Evaluating Research Agents on the Rediscovery of Scientific Insights,,2026,ICLR 2026,main,Active,"applications to computer vision, audio, language, and other modalities",Research Agents;Autonomous AI Agents;Research Automation;Benchmarking;AI for Science;Scientific Discovery,0,13.145,0.000,,https://openreview.net/forum?id=454tA4k8yJ,,offline_iclr,,"Autonomous agents powered by large language models (LLMs) promise to accelerate scientific discovery, but rigorously evaluating their capacity for genuine discovery remains a critical challenge. Current evaluation benchmarks face a dilemma: they either rely on LLM-as-judge evaluations of auto-genera"
