Rank,ID,Title,Authors,Year,Venue,Track,Status,Primary Area,Keywords,Citations,BM25 Score,Combined Score,DOI,URL,PDF,Source,TLDR,Abstract
1,34688,VISTA3D: A Unified Segmentation Foundation Model For 3D Medical Imaging,Yufan He; Pengfei Guo; Yucheng Tang; Andriy Myronenko; Vishwesh Nath,2025,CVPR 2025,main,Poster,,,0,18.965,0.000,,https://cvpr.thecvf.com/virtual/2025/poster/34688,https://openaccess.thecvf.com/content/CVPR2025/papers/He_VISTA3D_A_Unified_Segmentation_Foundation_Model_For_3D_Medical_Imaging_CVPR_2025_paper.pdf,offline_cvpr,,"Foundation models for interactive segmentation in 2D natural images and videos have sparked significant interest in building 3D foundation models for medical imaging. However, the domain gaps and clinical use cases for 3D medical imaging require a dedicated model that diverges from existing 2D solut"
2,Auy2DmlJBO,MIRA: Medical Time Series Foundation Model for Real-World Health Data,Hao Li; Bowen Deng; Chang Xu; ZhiYuan Feng; Viktor Schlegel,2025,NIPS 2025,main,Poster,machine_learning_for_sciences,Time Series;Foundation Model;Healthcare,0,18.906,0.000,,https://openreview.net/forum?id=Auy2DmlJBO,,offline_nips,,"A unified foundation model for medical time series—pretrained on open access and ethically reviewed medical corpora—offers the potential to reduce annotation burdens, minimize model customization, and enable robust transfer across clinical institutions, modalities, and tasks, particularly in data-sc"
3,ir8u0crTcA,UniGen: Enhanced Training & Test-Time Strategies for Unified Multimodal Understanding and Generation,Rui Tian; Mingfei Gao; Mingze Xu; Jiaming Hu; Jiasen Lu,2025,NIPS 2025,main,Poster,deep_learning,Unified Multimodal Understanding and Generation;Multimodal Foundation Model;Multimodal LLM,0,18.724,0.000,,https://openreview.net/forum?id=ir8u0crTcA,,offline_nips,,"We introduce UniGen, a unified multimodal large language model (MLLM) capable of image understanding and generation. We study the full training pipeline of UniGen from a data-centric perspective, including multi-stage pre-training, supervised fine-tuning, and direct preference optimization. More imp"
4,WbP2OwMULq,HealthGPT: A Medical Large Vision-Language Model for Unifying Comprehension and Generation via Heterogeneous Knowledge Adaptation,Tianwei Lin; Wenqiao Zhang; SIJING LI; Yuqian Yuan; Binhe Yu,2025,ICML 2025,main,Spotlight,applications->health_medicine,Medical Large Vision-Language Models; Multi-Modal Comprehension and Generation,0,17.684,0.000,,https://icml.cc/virtual/2025/poster/45007,https://openreview.net/pdf?id=WbP2OwMULq,offline_icml,,"We present **HealthGPT**, a powerful Medical Large Vision-Language Model (Med-LVLM) that integrates medical visual comprehension and generation capabilities within a unified autoregressive paradigm. Our bootstrapping philosophy is to progressively adapt heterogeneous comprehension and generation kno"
5,UaTrcei5Ba,Multimodal Medical Code Tokenizer,Xiaorui Su; Shvat Messica; Yepeng Huang; Ruth Johnson; Lukas Fesser,2025,ICML 2025,main,Poster,applications->health_medicine,Medical Code;Tokenization;EHR,0,17.496,0.000,,https://icml.cc/virtual/2025/poster/45110,https://openreview.net/pdf?id=UaTrcei5Ba,offline_icml,,"Foundation models trained on patient electronic health records (EHRs) require tokenizing medical data into sequences of discrete vocabulary items. Existing tokenizers treat medical codes from EHRs as isolated textual tokens. However, each medical code is defined by its textual description, its posit"
6,rovpCs3ZEO,FEDMEKI: A Benchmark for Scaling Medical Foundation Models via Federated Knowledge Injection,Jiaqi Wang; Xiaochen Wang; Lingjuan Lyu; Jinghui Chen; Fenglong Ma,2024,NIPS 2024,Datasets & Benchmarks,Spotlight,,Medical Foundation Model;Federated Learning,0,17.254,0.000,,https://neurips.cc/virtual/2024/poster/97482,https://openreview.net/pdf?id=rovpCs3ZEO,offline_nips,,"This study introduces the Federated Medical Knowledge Injection (FedMEKI) platform, a new benchmark designed to address the unique challenges of integrating medical knowledge into foundation models under privacy constraints. By leveraging a cross-silo federated learning approach, FedMEKI circumvents"
7,GDbyUZiARK,HermesFlow: Seamlessly Closing the Gap in Multimodal Understanding and Generation,Ling Yang; Xinchen Zhang; Ye Tian; Shiyi Zhang; Chenming Shang,2025,NIPS 2025,main,Poster,deep_learning,Unified Multimodal Understanding and Generation,0,17.229,0.000,,https://openreview.net/forum?id=GDbyUZiARK,,offline_nips,,"The remarkable success of the autoregressive paradigm has made significant advancement in Multimodal Large Language Models (MLLMs), with powerful models like Show-o, Transfusion and Emu3 made notable strides in unified image understanding and generation. For the first time, we uncover a common pheno"
8,OSnh4DmGx9,Toward a Vision-Language Foundation Model for Medical Data: Multimodal Dataset and Benchmarks for Vietnamese PET/CT Report Generation,Huu Tien Nguyen; Dac Thai Nguyen; Duc Nguyen The Minh; Trung Thanh Nguyen; Thao Nguyen Truong,2025,NIPS 2025,Datasets & Benchmarks,Poster,AL/ML_data_and_benchmarks_for_health_sciences,Benchmarking;Vision-Language Pretraining;Medical Vision-Language Models;PET/CT;Report Generation,0,17.021,0.000,,https://openreview.net/forum?id=OSnh4DmGx9,,offline_nips,,"Vision-Language Foundation Models (VLMs), trained on large-scale multimodal datasets, have driven significant advances in Artificial Intelligence (AI) by enabling rich cross-modal reasoning. Despite their success in general domains, applying these models to medical imaging remains challenging due to"
9,32452,Towards All-in-One Medical Image Re-Identification,Yuan Tian; Kaiyuan Ji; Rongzhao Zhang; Yankai Jiang; Chunyi Li,2025,CVPR 2025,main,Poster,,,0,16.814,0.000,,https://cvpr.thecvf.com/virtual/2025/poster/32452,https://openaccess.thecvf.com/content/CVPR2025/papers/Tian_Towards_All-in-One_Medical_Image_Re-Identification_CVPR_2025_paper.pdf,offline_cvpr,,"Medical image re-identification (MedReID) is under-explored so far, despite its critical applications in personalized healthcare and privacy protection.In this paper, we introduce a thorough benchmark and a unified model for this problem.First, to handle various medical modalities, we propose a nove"
10,2023.findings-acl.423,Medical Dialogue Generation via Dual Flow Modeling,Kaishuai Xu; Wenjun Hou; Yi Cheng; Jian Wang; Wenjie Li,2023,ACL 2023,main,Findings,,,0,1.000,0.490,,https://aclanthology.org/2023.findings-acl.423/,https://aclanthology.org/2023.findings-acl.423.pdf,offline_acl,,"Medical dialogue systems (MDS) aim to provide patients with medical services, such as diagnosis and prescription. Since most patients cannot precisely describe their symptoms, dialogue understanding is challenging for MDS. Previous studies mainly addressed this by extracting the mentioned medical en"
11,XZGklkaOsL,Unified Medical Image Pre-training in Language-Guided Common Semantic Space,Xiaoxuan He; Yifan Yang; XINYANG JIANG; Xufang Luo; Haoji Hu,2024,ICLR 2024,main,Reject,"unsupervised, self-supervised, semi-supervised, and supervised representation learning",medical images;vision language pre-training,0,0.963,0.505,,https://openreview.net/forum?id=XZGklkaOsL,,offline_iclr,,"Vision-Language Pre-training (VLP) has shown the merits of analysing medical
images, by leveraging the semantic congruence between medical images and their
corresponding reports. It efficiently learns visual representations, which in turn fa-
cilitates enhanced analysis and interpretation of intrica"
12,BqHaLnans2,LLM-CXR: Instruction-Finetuned LLM for CXR Image Understanding and Generation,Suhyeon Lee; Won Jun Kim; Jinho Chang; Jong Chul Ye,2024,ICLR 2024,main,Poster,"applications to physical sciences (physics, chemistry, biology, etc.)",large language model;multimodal;medical imaging;chest X-ray;bidirectional;instruction-tuning;vision-question answering,0,0.960,0.486,,https://iclr.cc/virtual/2024/poster/19198,https://openreview.net/pdf?id=BqHaLnans2,offline_iclr,,"Following the impressive development of LLMs, vision-language alignment in LLMs is actively being researched to enable multimodal reasoning and visual input/output. This direction of research is particularly relevant to medical imaging because accurate medical image analysis and generation consist o"
13,cFyagd2Yh4,MedSafetyBench: Evaluating and Improving the Medical Safety of Large Language Models,Tessa Han; Aounon Kumar; Chirag Agarwal; Himabindu Lakkaraju,2024,NIPS 2024,Datasets & Benchmarks,Poster,,LLM safety;medical safety;alignment;instruction-tuning;medical ML,0,0.958,0.514,,https://neurips.cc/virtual/2024/poster/97606,https://openreview.net/pdf?id=cFyagd2Yh4,offline_nips,,"As large language models (LLMs) develop increasingly sophisticated capabilities and find applications in medical settings, it becomes important to assess their medical safety due to their far-reaching implications for personal and public health, patient safety, and human rights. However, there is li"
