Rank,ID,Title,Authors,Year,Venue,Track,Status,Primary Area,Keywords,Citations,BM25 Score,Combined Score,DOI,URL,PDF,Source,TLDR,Abstract
20,BhNVSmIKln,Real-Time Evaluation for Novel Class Discovery at Test Time,,2026,ICLR 2026,main,Active,"unsupervised, self-supervised, semi-supervised, and supervised representation learning",Test-Time Discovery;Novel Category Discovery;Online Learning;Test-Time Training,0,17.789,0.000,,https://openreview.net/forum?id=BhNVSmIKln,,offline_iclr,,"We introduce Test-Time Discovery (TTD), a real-time evaluation protocol for novel class discovery under sequential test-time conditions. Unlike post-hoc NCD evaluation, which assesses clustering only after the full test set is processed, TTD requires models to classify known categories and discover "
21,2025.acl-long.463,IRIS: An Iterative and Integrated Framework for Verifiable Causal Discovery in the Absence of Tabular Data,Tao Feng; Lizhen Qu; Niket Tandon; Gholamreza Haffari,2025,ACL 2025,main,Long,,,0,17.751,0.000,,https://aclanthology.org/2025.acl-long.463/,https://aclanthology.org/2025.acl-long.463.pdf,offline_acl,,"Causal discovery is fundamental to scientific research, yet traditional statistical algorithms face significant challenges, including expensive data collection, redundant computation for known relations, and unrealistic assumptions. While recent LLM-based methods excel at identifying commonly known "
22,2024.emnlp-main.250,PromptReps: Prompting Large Language Models to Generate Dense and Sparse Representations for Zero-Shot Document Retrieval,Shengyao Zhuang; Xueguang Ma; Bevan Koopman; Jimmy Lin; Guido Zuccon,2024,EMNLP 2024,main,Main,,,0,17.738,0.000,,https://aclanthology.org/2024.emnlp-main.250/,https://aclanthology.org/2024.emnlp-main.250.pdf,offline_emnlp,,"Utilizing large language models (LLMs) for zero-shot document ranking is done in one of two ways: (1) prompt-based re-ranking methods, which require no further training but are only feasible for re-ranking a handful of candidate documents due to computational costs; and (2) unsupervised contrastive "
23,XEkQu1ZWGN,ChemBOMAS: Accelerated Bayesian Optimization for Scientific Discovery in Chemistry with LLM-Enhanced Multi-Agent System,,2026,ICLR 2026,main,Active,"applications to physical sciences (physics, chemistry, biology, etc.)",Bayesian Optimization;Data Augmentation;Knowledge-Driven Strategy;Large Language Model;AI4Science,0,17.603,0.000,,https://openreview.net/forum?id=XEkQu1ZWGN,,offline_iclr,,"Bayesian optimization (BO) is a powerful tool for scientific discovery in chemistry, yet its efficiency is often hampered by the sparse experimental data and vast search space. Here, we introduce ChemBOMAS: a large language model (LLM)-enhanced multi-agent system that accelerates BO through synergis"
24,AhAIcQzeF1,EmbedMol: An Open Billion-scale Molecular Embedding Dataset for Molecular Discovery,,2026,ICLR 2026,main,Active,datasets and benchmarks,large-scale datasets;embedding;molecular discovery;open source,0,17.598,0.000,,https://openreview.net/forum?id=AhAIcQzeF1,,offline_iclr,,"Modern molecular libraries span billions of compounds, exposing a mismatch between dataset scale and the practicality of vHTS. SMILES strings remain the dominant representation, but while easy to store, they are difficult to consume at billion scale: each search or training run must first translate "
25,H2veaeAGwA,RAG-FGO: Enhancing RAG with Fungal Growth Optimizer for LLM Agents,,2026,ICLR 2026,main,Active,"foundation or frontier models, including LLMs",Retrieval-Augmented Generation;Generative Retrieval;Large Language Models;Agent Optimization;Question Answering;Knowledge-Intensive Tasks,0,17.509,0.000,,https://openreview.net/forum?id=H2veaeAGwA,,offline_iclr,,"Generative retrieval leverages large language models (LLMs) to directly generate retrieval queries or candidate document representations, and has recently shown great potential in open-domain question answering and knowledge-intensive tasks. Compared to traditional index-based retrieval methods, gen"
26,kZHSvETWdi,Towards Multimodal Data-Driven Scientific Discovery Powered by LLM Agents,,2026,ICLR 2026,main,Active,datasets and benchmarks,Data-driven Scientific Discovery;LLM Agent,0,17.503,0.000,,https://openreview.net/forum?id=kZHSvETWdi,,offline_iclr,,"Recent advances in large language models (LLMs) have enabled agents that automate scientific discovery by interpreting data, generating analysis pipelines, and executing them with computational tools. However, existing benchmarks remain largely limited to unimodal datasets and slice-level tasks, ove"
27,3lFAyPa9Fe,CausalSteward: An Agentic Divide-Conquer-Combine Copilot for Causal Discovery,,2026,ICLR 2026,main,Active,causal reasoning,causalsteward;causality;copilot;human-in-the-loop;interactive;causal discovery,0,17.475,0.000,,https://openreview.net/forum?id=3lFAyPa9Fe,,offline_iclr,,"Learning causal models from high-dimensional data is a significant challenge, particularly in real-world settings where violations of core assumptions lead to causal identifiability issues. Although massive amounts of prior knowledge are available, and contain valuable causal information, effectivel"
28,Gk6umqW74m,NewtonBench: Benchmarking Generalizable Scientific Law Discovery in LLM Agents,,2026,ICLR 2026,main,Active,datasets and benchmarks,large language models;benchmark;virtual environment;generalization;agent;scientific law discovery,0,17.420,0.000,,https://openreview.net/forum?id=Gk6umqW74m,,offline_iclr,,"Large language models (LLMs) are emerging as powerful tools for scientific law discovery, a foundational challenge in AI-driven science.
However, existing benchmarks for this task suffer from a fundamental methodological trilemma, forcing a trade-off between scientific relevance, scalability, and re"
29,paper148,Expressiveness is Effectiveness: Self-supervised Fashion-aware CLIP for Video-to-Shop Retrieval,Likai Tian; Zhengwei Yang; Zechao Hu; Hao Li; Yifang Yin,2024,IJCAI 2024,main,Poster,Computer Vision,Computer Vision: CV: Image and video retrieval; Computer Vision: CV: Interpretability and transparency,0,17.402,0.000,,https://www.ijcai.org/proceedings/2024/148,https://www.ijcai.org/proceedings/2024/0148.pdf,offline_ijcai,,"The rise of online shopping and social media has spurred the Video-to-Shop Retrieval (VSR) task, which involves identifying fashion items (e.g., clothing) in videos and matching them with identical products provided by stores. In real-world scenarios, human movement in dynamic video scenes can cause"
30,6Yl5BJoRJB,Generation-Augmented Multimodal Retrieval in Personal LLM Agents,,2026,ICLR 2026,main,Active,"applications to computer vision, audio, language, and other modalities",Large Language Models;Multimodal Models;Personal LLM Agents,0,17.327,0.000,,https://openreview.net/forum?id=6Yl5BJoRJB,,offline_iclr,,"With the increasing use of smartphones, users often take photos to quickly capture and store information. This personal multimodal data offers a promising research direction for developing smartphone AI assistants. In this paper, we introduce a new task called personalized multimodal retrieval (PMR)"
31,2025.acl-long.438,CypherBench: Towards Precise Retrieval over Full-scale Modern Knowledge Graphs in the LLM Era,Yanlin Feng; Simone Papicchio; Sajjadur Rahman,2025,ACL 2025,main,Long,,,0,17.320,0.000,,https://aclanthology.org/2025.acl-long.438/,https://aclanthology.org/2025.acl-long.438.pdf,offline_acl,,"Retrieval from graph data is crucial for augmenting large language models (LLM) with both open-domain knowledge and private enterprise data, and it is also a key component in the recent GraphRAG system (CITATION). Despite decades of research on knowledge graphs and knowledge base question answering,"
32,76OZBE4Rb6,Sample Lottery: Unsupervised Discovery of Critical Instances for LLM Reasoning,,2026,ICLR 2026,main,Active,"foundation or frontier models, including LLMs",Large Language Model;Reinforcement Learning with Verifiable Reward,0,17.163,0.000,,https://openreview.net/forum?id=76OZBE4Rb6,,offline_iclr,,"Reinforcement Learning with Verifiable Reward (RLVR) has equipped large language models (LLMs) with the capability of reasoning over complicated logical problems through policy optimization. However, conventional methods require complete annotation of the entire dataset and allocate computation unif"
33,QSS5cGmKb1,STaRK: Benchmarking LLM Retrieval on Textual and Relational Knowledge Bases,Shirley Wu; Shiyu Zhao; Michihiro Yasunaga; Kexin Huang; Kaidi Cao,2024,NIPS 2024,Datasets & Benchmarks,Poster,,Semi-structured Knowledge Base;Large Language Models;Retrieval,0,17.160,0.000,,https://neurips.cc/virtual/2024/poster/97698,https://openreview.net/pdf?id=QSS5cGmKb1,offline_nips,,"Answering real-world complex queries, such as complex product search, often requires accurate retrieval from semi-structured knowledge bases that involve blend of unstructured (e.g., textual descriptions of products) and structured (e.g., entity relations of products) information. However, many prev"
34,zgM66fu0wv,IRIS: An Iterative and Integrated Framework for Real-Time Causal Discovery,Tao Feng; Lizhen Qu; Niket Tandon; Gholamreza Haffari,2025,ICLR 2025,main,Withdraw,causal reasoning,causal discovery;real-time;large language model,0,17.109,0.000,,https://openreview.net/forum?id=zgM66fu0wv,,offline_iclr,,"Causal discovery is fundamental to scientific research, yet traditional statistical algorithms face significant challenges, including expensive data collection, redundant examination of known relations, and unrealistic assumptions. Additionally, while recent LLM-based methods excel at identifying co"
35,TwEkaC2fRk,Does LLM dream of differential equation discovery?,,2026,ICLR 2026,main,Active,"neurosymbolic & hybrid AI systems (physics-informed, logic & formal reasoning, etc.)",equation discovery;differential equation;LLM;EPDE,0,17.088,0.000,,https://openreview.net/forum?id=TwEkaC2fRk,,offline_iclr,,"Large Language Models (LLMs) show promise in symbolic regression tasks. However, applying them to partial differential equation (PDE) discovery presents significant challenges. Unlike traditional symbolic regression, which allows for quick feedback by directly generating data, PDE discovery involves"
36,yX1gmPYHOL,Improving LLM Symbolic Problem-Solving via Automated Heuristic Discovery,,2026,ICLR 2026,main,Active,"foundation or frontier models, including LLMs",LLMs;reasoning;inference time techniques,0,17.075,0.000,,https://openreview.net/forum?id=yX1gmPYHOL,,offline_iclr,,"We consider enhancing large language models (LLMs) for symbolic problem-solving tasks. While existing inference-time techniques let LLMs explore intermediate steps for problem-solving, they rely on noisy self-verification or external verifiers, which demand significant data and computations. Here, w"
37,2025.findings-acl.1177,LADDER: Language-Driven Slice Discovery and Error Rectification in Vision Classifiers,Shantanu Ghosh; Rayan Syed; Chenyu Wang; Vaibhav Choudhary; Binxu Li,2025,ACL 2025,main,finding,,,0,17.075,0.000,,https://aclanthology.org/2025.findings-acl.1177/,https://aclanthology.org/2025.findings-acl.1177.pdf,offline_acl,,Slice discovery refers to identifying systematic biases in the mistakes of pre-trained vision models. Current slice discovery methods in computer vision rely on converting input images into sets of attributes and then testing hypotheses about configurations of these pre-computed attributes associate
38,34643,Fuzzy Multimodal Learning for Trusted Cross-modal Retrieval,Siyuan Duan; Yuan Sun; Dezhong Peng; Zheng Liu; Xiaomin Song,2025,CVPR 2025,main,Poster,,,0,17.050,0.000,,https://cvpr.thecvf.com/virtual/2025/poster/34643,https://openaccess.thecvf.com/content/CVPR2025/papers/Duan_Fuzzy_Multimodal_Learning_for_Trusted_Cross-modal_Retrieval_CVPR_2025_paper.pdf,offline_cvpr,,"Cross-modal retrieval aims to match related samples across distinct modalities, facilitating the retrieval and discovery of heterogeneous information. Although existing methods show promising performance, most are deterministic models and are unable to capture the uncertainty inherent in the retriev"
39,uIbvoffZwO,Find tailored step example for next step: A Targeted Step-wise Retrieval Framework for Guiding LLM Reasoning,,2026,ICLR 2026,main,Active,"applications to computer vision, audio, language, and other modalities",in-context learning;prompting;retrieval;large language model;NLP,0,17.049,0.000,,https://openreview.net/forum?id=uIbvoffZwO,,offline_iclr,,"Large language models (LLMs) have shown strong performance in mathematical reasoning, supported by approaches such as In-Context Learning (ICL) and Retrieval-Augmented Generation (RAG). However, existing methods often provide entire problems as examples, which is too coarse-grained for multi-step re"
40,8z3cOVER4z,RetrievalAttention: Accelerating Long-Context LLM Inference via Vector Retrieval,Di Liu; Meng Chen; Baotong Lu; Huiqiang Jiang; Zhenhua Han,2025,NIPS 2025,main,Poster,deep_learning,Large Language Model;Efficient Inference;Long Context;Vector Retrieval,0,16.940,0.000,,https://openreview.net/forum?id=8z3cOVER4z,,offline_nips,,"Transformer-based Large Language Models (LLMs) have become increasingly important. However, scaling LLMs to longer contexts incurs slow inference speed and high GPU memory consumption for caching key-value (KV) vectors. This paper presents RetrievalAttention, a training-free approach to both acceler"
41,hz8cFsdz7P,LLM and Simulation as Bilevel Optimizers: A New Paradigm to Advance Physical Scientific Discovery,Pingchuan Ma; Tsun-Hsuan Wang; Minghao Guo; Zhiqing Sun; Joshua B. Tenenbaum,2024,ICML 2024,main,Poster,,,0,16.929,0.000,,https://icml.cc/virtual/2024/poster/33371,https://openreview.net/pdf?id=hz8cFsdz7P,offline_icml,,"Large Language Models have recently gained significant attention in scientific discovery for their extensive knowledge and advanced reasoning capabilities. However, they encounter challenges in effectively simulating observational feedback and grounding it with language to propel advancements in phy"
42,2024.acl-long.661,Search-Adaptor: Embedding Customization for Information Retrieval,Jinsung Yoon; Yanfei Chen; Sercan Arik; Tomas Pfister,2024,ACL 2024,main,Long,,,0,16.926,0.000,,https://aclanthology.org/2024.acl-long.661/,https://aclanthology.org/2024.acl-long.661.pdf,offline_acl,,"Embeddings extracted by pre-trained Large Language Models (LLMs) have significant potential to improve information retrieval and search. Beyond the zero-shot setup in which they are being conventionally used, being able to take advantage of the information from the relevant query-corpus paired data "
43,5swfKRkCx7,Two Heads are Better than One: Retrieval Augmented LLM for Question Answering with External Knowledge Attention,Yuanhe Tian; Fei Xia; Yan Song,2025,ICLR 2025,main,Withdraw,"foundation or frontier models, including LLMs",question answering;large language modeling;retrieval augmented generation;knowledge,0,16.874,0.000,,https://openreview.net/forum?id=5swfKRkCx7,,offline_iclr,,Retrieval-augmented generation (RAG) of large language models (LLMs) has recently attracted significant attention owing to their ability to address knowledge gaps in generating reliable answers for specific questions. Existing RAG approaches typically optimize the knowledge processing by filtering o
44,Xn6EnJZghu,Randomized Antipodal Search Done Right for Data Pareto Improvement of LLM Unlearning,,2026,ICLR 2026,main,Active,"other topics in machine learning (i.e., none of the above)",Unlearning;Randomized Algorithms,0,16.860,0.000,,https://openreview.net/forum?id=Xn6EnJZghu,,offline_iclr,,"Large language models (LLMs) sometimes memorize undesirable knowledge, which must be removed after deployment. Prior work on machine unlearning has focused largely on optimization methods that adjust parameters to enforce forgetting while preserving retention. However, these approaches assume that t"
45,b335d14e04,Automatic Concept Discovery From Parallel Text and Visual Corpora,Chen Sun; Chuang Gan; Ram Nevatia,2015,ICCV 2015,main,Poster,,,0,16.802,0.000,,,http://openaccess.thecvf.com/content_iccv_2015/papers/Sun_Automatic_Concept_Discovery_ICCV_2015_paper.pdf,offline_iccv,,"Humans connect language and vision to perceive the world. How to build a similar connection for computers? One possible way is via visual concepts, which are text terms that relate to visually discriminative entities. We propose an automatic visual concept discovery algorithm using parallel text and"
46,f6S1411OlZ,Towards a Unified Framework for Reference Retrieval and Related Work Generation,Zhengliang Shi; Shen Gao; Zhen Zhang; Xiuying Chen; Zhumin Chen,2023,EMNLP 2023,main,Long Findings,,related work generation;lexicon-enhance retrieval;instruction tuning,0,16.783,0.000,,https://openreview.net/forum?id=f6S1411OlZ,,offline_emnlp,,"The task of related work generation aims to generate a comprehensive survey of related research topics automatically, saving time and effort for authors. Existing methods simplify this task by using human-annotated references in a large-scale scientific corpus as information sources, which is time- "
47,2024.acl-long.191,Llama2Vec: Unsupervised Adaptation of Large Language Models for Dense Retrieval,Zheng Liu; Chaofan Li; Shitao Xiao; Yingxia Shao; Defu Lian,2024,ACL 2024,main,Long,,,0,16.782,0.000,,https://aclanthology.org/2024.acl-long.191/,https://aclanthology.org/2024.acl-long.191.pdf,offline_acl,,"Dense retrieval calls for discriminative embeddings to represent the semantic relationship between query and document. It may benefit from the using of large language models (LLMs), given LLMs’ strong capability on semantic understanding. However, the LLMs are learned by auto-regression, whose worki"
48,tzHI7fvsw0,MOLLEO+: Towards Optimized Use of LLMs for Drug Discovery,,2026,ICLR 2026,main,Active,"applications to physical sciences (physics, chemistry, biology, etc.)",Large Language Models;Drug Discovery;Protein-Ligand Optimization;Absolute Binding Free Energy;Supervised Fine-Tuning,0,16.754,0.000,,https://openreview.net/forum?id=tzHI7fvsw0,,offline_iclr,,"Large language models (LLMs) have recently emerged as a promising tool for small-molecule generation in drug discovery. One notable recent state-of-the-art work in this field is MOLLEO, which combines an evolutionary algorithm with an LLM that acts as the operator for making crossovers and mutations"
49,N4quRxE19p,AvaTaR: Optimizing LLM Agents for Tool Usage via Contrastive Reasoning,Shirley Wu; Shiyu Zhao; Qian Huang; Kexin Huang; Michihiro Yasunaga,2024,NIPS 2024,main,Poster,natural_language_processing,LLM agents;Tool utilization;Automatic prompt optimization;Complex retrieval;Question-Answering tasks,0,16.738,0.000,,https://neurips.cc/virtual/2024/poster/95465,https://openreview.net/pdf?id=N4quRxE19p,offline_nips,,"Large language model (LLM) agents have demonstrated impressive capabilities in utilizing external tools and knowledge to boost accuracy and reduce hallucinations. However, developing prompting techniques that enable LLM agents to effectively use these tools and knowledge remains a heuristic and labo"
50,t4HiVGGzML,Search-Adaptor: Text Embedding Customization for Information Retrieval,Jinsung Yoon; Sercan O Arik; Yanfei Chen; Tomas Pfister,2024,ICLR 2024,main,Reject,"unsupervised, self-supervised, semi-supervised, and supervised representation learning",Text embedding;embedding customization;LLMs,0,16.731,0.000,,https://openreview.net/forum?id=t4HiVGGzML,,offline_iclr,,"Text embeddings extracted by pre-trained Large Language Models (LLMs) have significant potential to improve information retrieval and search. Beyond the zero-shot setup in which they are being conventionally used, being able to take advantage of the information from the relevant query-corpus paired "
51,2024.findings-emnlp.670,A Framework of Knowledge Graph-Enhanced Large Language Model Based on Question Decomposition and Atomic Retrieval,Yading Li; Dandan Song; Changzhi Zhou; Yuhang Tian; Hao Wang,2024,EMNLP 2024,main,finding,,,0,16.729,0.000,,https://aclanthology.org/2024.findings-emnlp.670/,https://aclanthology.org/2024.findings-emnlp.670.pdf,offline_emnlp,,"Knowledge graphs (KGs) can provide explainable reasoning for large language models (LLMs), alleviating their hallucination problem. Knowledge graph question answering (KGQA) is a typical benchmark to evaluate the methods enhancing LLMs with KG. Previous methods on KG-enhanced LLM for KGQA either enh"
