Rank,ID,Title,Authors,Year,Venue,Track,Status,Primary Area,Keywords,Citations,BM25 Score,Combined Score,DOI,URL,PDF,Source,TLDR,Abstract
1,2021.acl-long.47,Parameter-efficient Multi-task Fine-tuning for Transformers via Shared Hypernetworks,Rabeeh Karimi Mahabadi; Sebastian Ruder; Mostafa Dehghani; James Henderson,2021,ACL 2021,main,Long,,,0,30.273,0.000,,https://aclanthology.org/2021.acl-long.47/,https://aclanthology.org/2021.acl-long.47.pdf,offline_acl,,"State-of-the-art parameter-efficient fine-tuning methods rely on introducing adapter modules between the layers of a pretrained language model. However, such modules are trained separately for each task and thus do not enable sharing information across tasks. In this paper, we show that we can learn"
2,t3gOYtv1xV,Carrying over Algorithm in Transformers,Jorrit Kruthoff,2024,ICLR 2024,main,Reject,visualization or interpretation of learned representations,Interpretability;Transformers;Mechanistic Interpretability;Circuits;Integer Addition in LLMs,0,28.604,0.000,,https://openreview.net/forum?id=t3gOYtv1xV,,offline_iclr,,Addition is perhaps one of the simplest arithmetic tasks one can think of and is usually performed using the carrying over algorithm. This algorithm consists of two tasks: adding digits in the same position and carrying over a one whenever necessary. We study how transformer models implement this al
3,75856a7cc8,Transformers As Meta-Learners for Implicit Neural Representations,Yinbo Chen; Xiaolong Wang,2022,ECCV 2022,main,Poster,,,0,27.278,0.000,,https://www.ecva.net/papers/eccv_2022/papers_ECCV/html/6220_ECCV_2022_paper.php,https://www.ecva.net/papers/eccv_2022/papers_ECCV/papers/136770173.pdf,offline_eccv,,"""Implicit Neural Representations (INRs) have emerged and shown their benefits over discrete representations in recent years. However, fitting an INR to the given observations usually requires optimization with gradient descent from scratch, which is inefficient and does not generalize well with spar"
4,SJgg_yHKvH,Molecule Property Prediction and Classification with Graph Hypernetworks,Eliya Nachmani; Lior Wolf,2020,ICLR 2020,main,Withdraw,,,0,26.098,0.000,,https://openreview.net/forum?id=SJgg_yHKvH,,offline_iclr,,"Graph neural networks are currently leading the performance charts in learning-based molecule property prediction and classification. Computational chemistry has, therefore, become the a prominent testbed for generic graph neural networks, as well as for specialized message passing methods. In this "
5,N-HtsQkRotI,Hypernetworks in Meta-Reinforcement Learning,Jacob Beck; Matthew Thomas Jackson; Risto Vuorio; Shimon Whiteson,2022,CORL 2022,main,Poster,,Hypernetwork;Deep Learning;Reinforcement Learning;Reinforcement;RL;Meta-Learning;Meta;Meta-RL;Meta-World;Robotics,0,26.078,0.000,,https://openreview.net/forum?id=N-HtsQkRotI,,offline_corl,"Hypernetworks can drastically improve performance in meta-RL, but initialization methods such as Bias-HyperInit are required.","Training a reinforcement learning (RL) agent on a real-world robotics task remains generally impractical due to sample inefficiency. Multi-task RL and meta-RL aim to improve sample efficiency by generalizing over a distribution of related tasks. However, doing so is difficult in practice: In multi-t"
6,noPuQXVx8Y,Exploring the Sensitivity of LLMs' Decision-Making Capabilities: Insights from Prompt Variations and Hyperparameters,Manikanta Loya; Divya Anand Sinha; Richard Futrell,2023,EMNLP 2023,main,Short Findings,,Language Models;Decision-Making;Cognitive Psychology;Chain of Thought,0,25.382,0.000,,https://openreview.net/forum?id=noPuQXVx8Y,,offline_emnlp,,"The advancement of Large Language Models (LLMs) has led to their widespread use across a broad spectrum of tasks, including decision-making. Prior studies have compared the decision-making abilities of LLMs with those of humans from a psychological perspective. However, these studies have not always"
7,H1lma24tPB,Principled Weight Initialization for Hypernetworks,Oscar Chang; Lampros Flokas; Hod Lipson,2020,ICLR 2020,main,Talk,,hypernetworks;initialization;optimization;meta-learning,0,25.318,0.000,,https://openreview.net/forum?id=H1lma24tPB,,offline_iclr,The first principled weight initialization method for hypernetworks,"Hypernetworks are meta neural networks that generate weights for a main neural network in an end-to-end differentiable manner. Despite extensive applications ranging from multi-task learning to Bayesian deep learning, the problem of optimizing hypernetworks has not been studied to date. We observe t"
8,article-28532,HyperEditor: Achieving Both Authenticity and Cross-Domain Capability in Image Editing via Hypernetworks,Hai Zhang; Chunwei Wu; Guitao Cao; Hailing Wang; Wenming Cao,2024,AAAI 2024,main,Technical,computer vision vi,,0,24.649,0.000,,https://ojs.aaai.org/index.php/AAAI/article/view/28532,https://ojs.aaai.org/index.php/AAAI/article/view/28532/29037,offline_aaai,,"Editing real images authentically while also achieving cross-domain editing remains a challenge. Recent studies have focused on converting real images into latent codes and accomplishing image editing by manipulating these codes. However, merely manipulating the latent codes would constrain the edit"
9,18819,Delta-STN: Efficient Bilevel Optimization for Neural Networks using Structured Response Jacobians,Juhan Bae; Roger B Grosse,2020,NIPS 2020,main,Poster,,,0,24.580,0.000,,https://nips.cc/virtual/2020/poster/18819,https://papers.nips.cc/paper_files/paper/2020/file/f754186469a933256d7d64095e963594-Paper.pdf,offline_nips,,"Hyperparameter optimization of neural networks can be elegantly formulated as a bilevel optimization problem. While research on bilevel optimization of neural networks has been dominated by implicit differentiation and unrolling, hypernetworks such as Self-Tuning Networks (STNs) have recently gained"
10,9f5175c090,HyperPosePDF - Hypernetworks Predicting the Probability Distribution on SO(3),Timon Höfer; Benjamin Kiefer; Martin Messmer; Andreas Zell,2023,WACV 2023,main,Poster,,,0,24.307,0.000,,https://openaccess.thecvf.com/content/WACV2023/html/Hofer_HyperPosePDF_-_Hypernetworks_Predicting_the_Probability_Distribution_on_SO3_WACV_2023_paper.html,https://openaccess.thecvf.com/content/WACV2023/papers/Hofer_HyperPosePDF_-_Hypernetworks_Predicting_the_Probability_Distribution_on_SO3_WACV_2023_paper.pdf,offline_wacv,,"Pose estimation of objects in images is an essential problem in virtual and augmented reality and robotics. Traditional solutions use depth cameras, which are expensive, and working solutions require long processing times. This work focuses on the more difficult task when only RGB information is ava"
