Rank,ID,Title,Authors,Year,Venue,Track,Status,Primary Area,Keywords,Citations,BM25 Score,Combined Score,DOI,URL,PDF,Source,TLDR,Abstract
1,ez7w0Ss4g9,How JEPA Avoids Noisy Features: The Implicit Bias of Deep Linear Self Distillation Networks,Etai Littwin; Omid Saremi; Madhu Advani; Vimal Thilak; Preetum Nakkiran,2024,NIPS 2024,main,Poster,learning_theory,SSL;JEPA,0,18.618,0.000,,https://neurips.cc/virtual/2024/poster/94233,https://openreview.net/pdf?id=ez7w0Ss4g9,offline_nips,,"Two competing paradigms exist for self-supervised learning of data representations. 
    Joint Embedding Predictive Architectures (JEPAs) is a class of architectures in which semantically similar inputs are encoded into representations that are predictive of each other. A recent successful approach "
2,NSyacfXOyX,PatchSynth: a Patch-Text Pre-trained Model,Xunzhu Tang; Zhenghan Chen; Saad Ezzini; Haoye Tian; Jacques Klein,2024,ICLR 2024,main,Withdraw,"unsupervised, self-supervised, semi-supervised, and supervised representation learning",PatchSynth;Patch-Text Pretraining;Commit message generation;triple-loss joint learning,0,15.234,0.000,,https://openreview.net/forum?id=NSyacfXOyX,,offline_iclr,,"In recent years, patch representation learning has emerged as a necessary research direction for exploiting the capabilities of machine learning in software generation. These representations have driven significant performance enhancements across a variety of tasks involving code changes. While the "
3,d4njmzM7jf,Denoising with a Joint-Embedding Predictive Architecture,Dengsheng Chen; Jie Hu; Xiaoming Wei; Enhua Wu,2025,ICLR 2025,main,Poster,generative models,AIGC;JEPA;Diffusion Model;Flow Matching;Image Synthetic,0,13.958,0.000,,https://iclr.cc/virtual/2025/poster/29012,https://openreview.net/pdf?id=d4njmzM7jf,offline_iclr,,"Joint-embedding predictive architectures (JEPAs) have shown substantial promise in self-supervised representation learning, yet their application in generative modeling remains underexplored. Conversely, diffusion models have demonstrated significant efficacy in modeling arbitrary probability distri"
4,42f78cbdb2,Efficient Transfer Learning via Joint Adaptation of Network Architecture and Weight,Ming Sun; Haoxuan Dou; Junjie Yan,2020,ECCV 2020,main,Poster,,,0,13.871,0.000,,https://www.ecva.net/papers/eccv_2020/papers_ECCV/html/1942_ECCV_2020_paper.php,https://www.ecva.net/papers/eccv_2020/papers_ECCV/papers/123580460.pdf,offline_eccv,,"Transfer learning can boost the performance on the target task by leveraging the knowledge of the source domain. Recent works in neural architecture search (NAS), especially one-shot NAS, can aid transfer learning by establishing sufficient network search space. However, existing NAS methods tend to"
5,jLnygpRFYm,Predicting masked tokens in stochastic locations improves masked image modeling,Amir Bar; Florian Bordes; Assaf Shocher; Mido Assran; Pascal Vincent,2024,ICLR 2024,main,Reject,"unsupervised, self-supervised, semi-supervised, and supervised representation learning",Self-Supervised Learning; Representation Learning; Masked Image Modeling; JEPA,0,13.803,0.000,,https://openreview.net/forum?id=jLnygpRFYm,,offline_iclr,,"Masked Image Modeling (MIM) is a promising self-supervised learning approach that enables learning from unlabeled images. Despite its recent success, learning good representations through MIM remains challenging because it requires predicting the right semantic content in accurate locations. For exa"
6,33028,"AnySat: One Earth Observation Model for Many Resolutions, Scales, and Modalities",Guillaume Astruc; Nicolas Gonthier; Clément Mallet; Loic Landrieu,2025,CVPR 2025,main,Highlight,,,0,13.634,0.000,,https://cvpr.thecvf.com/virtual/2025/poster/33028,https://openaccess.thecvf.com/content/CVPR2025/papers/Astruc_AnySat_One_Earth_Observation_Model_for_Many_Resolutions_Scales_and_CVPR_2025_paper.pdf,offline_cvpr,,"Geospatial models must adapt to the diversity of Earth observation data in terms of resolutions, scales, and modalities. However, existing approaches expect fixed input configurations, which limits their practical applicability. We propose AnySat, a multimodal model based on joint embedding predicti"
7,,Joint Embedding of 3D Scan and CAD Objects,Manuel Dahnert; Angela Dai; Leonidas J. Guibas; Matthias Niessner,2019,ICCV 2019,main,Poster,,,0,13.412,0.000,,,http://openaccess.thecvf.com/content_ICCV_2019/papers/Dahnert_Joint_Embedding_of_3D_Scan_and_CAD_Objects_ICCV_2019_paper.pdf,offline_iccv,,"3D scan geometry and CAD models often contain complementary information towards understanding environments, which could be leveraged through establishing a mapping between the two domains. However, this is a challenging task due to strong, lower-level differences between scan and CAD geometry. We pr"
8,d9172eced0,Pose Partition Networks for Multi-Person Pose Estimation,Xuecheng Nie; Jiashi Feng; Junliang Xing; Shuicheng Yan,2018,ECCV 2018,main,Poster,,,0,13.239,0.000,,https://www.ecva.net/papers/eccv_2018/papers_ECCV/html/Xuecheng_Nie_Pose_Partition_Networks_ECCV_2018_paper.php,https://www.ecva.net/papers/eccv_2018/papers_ECCV/papers/Xuecheng_Nie_Pose_Partition_Networks_ECCV_2018_paper.pdf,offline_eccv,,"This paper proposes a novel Pose Partition Network (PPN) to address the challenging multi-person pose estimation problem. The proposed PPN is favorably featured by low complexity and high accuracy of joint detection and partition. In particular, PPN performs dense regressions from global joint candi"
9,S1xLN3C9YX,Learnable Embedding Space for Efficient Neural Architecture Compression,Shengcao Cao; Xiaofang Wang; Kris M. Kitani,2019,ICLR 2019,main,Poster,,Network Compression;Neural Architecture Search;Bayesian Optimization;Architecture Embedding,0,12.958,0.000,,https://iclr.cc/virtual/2019/poster/834,https://openreview.net/pdf?id=S1xLN3C9YX,offline_iclr,"We propose a method to incrementally learn an embedding space over the domain of network architectures, to enable the careful selection of architectures for evaluation during compressed architecture search.","We propose a method to incrementally learn an embedding space over the domain of network architectures, to enable the careful selection of architectures for evaluation during compressed architecture search. Given a teacher network, we search for a compressed network architecture by using Bayesian Op"
10,0YZHfUmsJv,Joint Metric Space Embedding by Unbalanced Optimal Transport with Gromov–Wasserstein Marginal Penalization,Florian Beier; Moritz Piening; Robert Beinert; Gabriele Steidl,2025,ICML 2025,main,Poster,general_machine_learning,embedded Wasserstein distance;Gromov-Wasserstein distance;optimal transport;manifold alignment;relaxed embedding,0,12.937,0.000,,https://icml.cc/virtual/2025/poster/46678,https://openreview.net/pdf?id=0YZHfUmsJv,offline_icml,,"We propose a new approach for unsupervised alignment of heterogeneous datasets, which maps data from two different domains without any known correspondences to a common metric space. Our method is based on an unbalanced optimal transport problem with Gromov-Wasserstein marginal penalization. It can "
